Rank ;Platform ;Year ;Genre ;Publisher
12558;X360 ;2012;Action ;505 Games
12559;3DS ;2012;Fighting ;Take-Two Interactive
12560;PSP ;2006;Puzzle ;Xplosiv
12561;GBA ;2005;Racing ;Zoo Digital Publishing
12562;PSV ;2015;Role-Playing ;Compile Heart
12563;PS2 ;2006;Misc ;Irem Software Engineering
12564;Wii ;2014;Action ;Disney Interactive Studios
12565;PS3 ;2016;Action ;Tecmo Koei
12566;DS ;2010;Misc ;Destineer
12567;PSP ;2005;Sports ;Konami Digital Entertainment
12568;PS2 ;2000;Sports ;Tecmo Koei
12569;GBA ;2003;Platform ;THQ
12570;DS ;2010;Puzzle ;Foreign Media Games
12571;XB ;2004;Misc ;Microsoft Game Studios
12572;SCD ;1994;Role-Playing ;Sega
12573;WiiU ;2013;Action ;Capcom
12574;PC ;2008;Action ;Warner Bros. Interactive Entertainment
12575;PSV ;2015;Role-Playing ;Tecmo Koei
12576;PSP ;2010;Misc ;Asgard
12577;DS ;2010;Strategy ;Ubisoft
12578;PS2 ;2007;Sports ;Namco Bandai Games
12579;PS ;2002;Sports ;Namco Bandai Games
12580;PS2 ;2009;Fighting ;Ecole
12581;XOne ;2016;Action ;Ubisoft
12582;DS ;2007;Role-Playing ;Success
12583;DS ;2005;Action ;Konami Digital Entertainment
12584;Wii ;2011;Shooter ;Atari
12585;PSP ;2006;Action ;Atari
12586;PS3 ;2009;Misc ;Sony Computer Entertainment
12587;PS ;1995;Puzzle ;Psygnosis
12588;GBA ;2005;Action ;D3Publisher
12589;DS ;2006;Sports ;Electronic Arts
12590;GC ;2003;Action ;Capcom
12591;GBA ;2002;Adventure ;BAM! Entertainment
12592;Wii ;2011;Adventure ;Telltale Games
12593;PSV ;2016;Action ;Namco Bandai Games
12594;SAT ;1995;Adventure ;Yumedia
12595;GC ;2002;Sports ;Activision
12596;DS ;2009;Misc ;P2 Games
12597;X360 ;2014;Role-Playing ;Deep Silver
12598;PSP ;2012;Simulation ;Namco Bandai Games
12599;3DS ;2015;Action ;FuRyu
12600;PS2 ;2005;Action ;Tecmo Koei
12601;DS ;2011;Puzzle ;Rising Star Games
12602;XB ;2005;Sports ;Take-Two Interactive
12603;DS ;2007;Puzzle ;Eidos Interactive
12604;3DS ;2013;Role-Playing ;Kadokawa Shoten
12605;X360 ;2008;Action ;Eidos Interactive
12606;XB ;2003;Strategy ;Sega
12607;PC ;2010;Sports ;Konami Digital Entertainment
12608;DS ;2007;Puzzle ;Phenomedia
12609;PSV ;2014;Fighting ;Arc System Works
12610;3DS ;2014;Role-Playing ;Namco Bandai Games
12611;PSP ;2005;Role-Playing ;Ignition Entertainment
12612;PSV ;2014;Adventure ;Namco Bandai Games
12613;PS2 ;2001;Shooter ;3DO
12614;3DS ;2014;Role-Playing ;Marvelous Entertainment
12615;DS ;2005;Puzzle ;Atari
12616;Wii ;2010;Misc ;Majesco Entertainment
12617;Wii ;2009;Action ;SouthPeak Games
12618;3DS ;2016;Action ;Namco Bandai Games
12619;PS2 ;2006;Action ;505 Games
12620;PS2 ;2004;Sports ;Ignition Entertainment
12621;DS ;2006;Misc ;Nintendo
12622;DS ;2008;Adventure ;Konami Digital Entertainment
12623;DS ;2011;Simulation ;Ubisoft
12624;PC ;2007;Shooter ;THQ
12625;GBA ;2004;Sports ;Atari
12626;XB ;2004;Action ;Disney Interactive Studios
12627; ; ; ;
12628;Wii ;N/A ;Action ;Sega
12629;DS ;2008;Action ;Namco Bandai Games
12630;DS ;2008;Strategy ;Namco Bandai Games
12631;PS2 ;2006;Racing ;Namco Bandai Games
12632;Wii ;2011;Platform ;Crave Entertainment
12633;PS3 ;2016;Misc ;Namco Bandai Games
12634;PS ;1999;Action ;Psygnosis
12635;PS ;1996;Fighting ;Acclaim Entertainment
12636;PSP ;2012;Action ;Namco Bandai Games
12637;3DO ;1995;Adventure ;Konami Digital Entertainment
12638;NES ;1989;Puzzle ;HAL Laboratory
12639;DS ;2010;Misc ;Namco Bandai Games
12640;PS3 ;2015;Adventure ;Telltale Games
12641;X360 ;2010;Shooter ;Activision
12642;X360 ;2008;Action ;Tecmo Koei
12643;X360 ;2007;Shooter ;Activision
12644;GBA ;2004;Racing ;Zoo Digital Publishing
12645;DS ;2012;Puzzle ;Rising Star Games
12646;PS4 ;2016;Role-Playing ;Square Enix
12647;PS2 ;2010;Shooter ;Sony Computer Entertainment
12648;XB ;2005;Simulation ;Bethesda Softworks
12649;DS ;2007;Sports ;Electronic Arts
12650;PS2 ;2008;Misc ;Paon
12651;SAT ;1996;Simulation ;NEC Interchannel
12652;PSP ;2012;Role-Playing ;Namco Bandai Games
12653;X360 ;2009;Action ;SouthPeak Games
12654;SNES ;1993;Platform ;Konami Digital Entertainment
12655;DS ;2006;Puzzle ;Konami Digital Entertainment
12656;PS ;1997;Action ;Konami Digital Entertainment
12657;PC ;2009;Action ;Electronic Arts
12658;DS ;2010;Role-Playing ;Marvelous Interactive
12659;XB ;2002;Adventure ;Ubisoft
12660;X360 ;2011;Action ;Tecmo Koei
12661;PSP ;2007;Fighting ;Grand Prix Games
12662;DS ;2005;Shooter ;Majesco Entertainment
12663;PS2 ;2006;Misc ;Konami Digital Entertainment
12664;DS ;2007;Fighting ;Takara Tomy
12665;DS ;2008;Role-Playing ;Square Enix
12666;PSP ;2011;Adventure ;D3Publisher
12667;XB ;2002;Action ;Tecmo Koei
12668;Wii ;N/A ;Platform ;Unknown
12669;PS2 ;2006;Shooter ;Ubisoft
12670;PS2 ;2006;Shooter ;Eidos Interactive
12671;PSP ;2005;Role-Playing ;Midas Interactive Entertainment
12672;GB ;1991;Action ;Konami Digital Entertainment
12673;DS ;2010;Adventure ;Konami Digital Entertainment
12674;PC ;2005;Simulation ;Electronic Arts
12675;DS ;2011;Platform ;Rising Star Games
12676;GC ;2003;Action ;Capcom
12677;DS ;2008;Sports ;Take-Two Interactive
12678;DS ;2008;Sports ;Ubisoft
12679;Wii ;2009;Sports ;DTP Entertainment
12680;WiiU ;2014;Action ;Activision
12681;PSV ;2015;Adventure ;Nippon Ichi Software
12682;PS ;1998;Fighting ;SNK
12683;DS ;2009;Puzzle ;Destineer
12684;PS3 ;2008;Action ;Ignition Entertainment
12685;3DS ;2016;Misc ;Nippon Columbia
12686;PC ;2001;Action ;Electronic Arts
12687;PSP ;2009;Sports ;Sony Computer Entertainment
12688;DS ;2006;Action ;SouthPeak Games
12689;XB ;2004;Action ;Electronic Arts
12690;PC ;2014;Action ;Square Enix
12691;PS4 ;2015;Action ;Tecmo Koei
12692;DS ;2011;Misc ;GSP
12693;DS ;2008;Simulation ;Mercury Games
12694;PS4 ;2015;Adventure ;Aqua Plus
12695;X360 ;2013;Racing ;Deep Silver
12696;SAT ;1998;Platform ;Sega
12697;PS2 ;2007;Role-Playing ;Nippon Ichi Software
12698;DS ;2010;Action ;Takara Tomy
12699;PS ;1999;Sports ;Interplay
12700;GBA ;2001;Role-Playing ;Konami Digital Entertainment
12701;PS ;2000;Action ;Infogrames
12702;SNES ;1992;Fighting ;Konami Digital Entertainment
12703;PS2 ;2002;Sports ;DigiCube
12704;Wii ;2008;Misc ;Midway Games
12705;PC ;2009;Platform ;Electronic Arts
12706;PSP ;2006;Role-Playing ;Atari
12707;GBA ;2003;Action ;Atari
12708;PSP ;2006;Misc ;Sega
12709;PS3 ;2011;Racing ;Evolved Games
12710;PS2 ;2000;Sports ;Tecmo Koei
12711;X360 ;N/A ;Simulation ;Namco Bandai Games
12712;XB ;2005;Action ;SCi
12713;PSV ;2014;Role-Playing ;Square Enix
12714;GC ;2006;Action ;Ubisoft
12715;PSP ;2011;Role-Playing ;Konami Digital Entertainment
12716;DS ;2009;Fighting ;Takara Tomy
12717;DS ;2008;Role-Playing ;Nippon Ichi Software
12718;PC ;2006;Role-Playing ;THQ
12719;DS ;2007;Misc ;Capcom
12720;PSP ;2009;Action ;Namco Bandai Games
12721;PS2 ;2007;Fighting ;Sony Computer Entertainment
12722;PS2 ;2004;Action ;Sega
12723;PS2 ;2006;Action ;Namco Bandai Games
12724;PS ;2001;Shooter ;Infogrames
12725;PS ;1995;Fighting ;Ocean
12726;GC ;2005;Sports ;Electronic Arts
12727;PS2 ;2001;Role-Playing ;Sony Computer Entertainment
12728;PS4 ;2015;Sports ;Ubisoft
12729;GC ;2003;Role-Playing ;Activision
12730;GC ;2002;Sports ;Acclaim Entertainment
12731;PS4 ;2015;Action ;Tecmo Koei
12732;PC ;1999;Action ;Electronic Arts
12733;GC ;2005;Action ;Capcom
12734;X360 ;2006;Strategy ;Electronic Arts
12735;DS ;2007;Role-Playing ;Tecmo Koei
12736;DS ;2007;Role-Playing ;Rising Star Games
12737;PSV ;2012;Sports ;Konami Digital Entertainment
12738;PS3 ;2015;Action ;Tecmo Koei
12739;DS ;2006;Shooter ;Atari
12740;DS ;2005;Sports ;Electronic Arts
12741;Wii ;2009;Strategy ;Namco Bandai Games
12742;PS ;1997;Adventure ;Sony Computer Entertainment
12743;PS2 ;2005;Misc ;Mastiff
12744;PSP ;2012;Action ;Idea Factory
12745;GC ;2002;Racing ;Activision
12746;PSV ;2013;Adventure ;Sony Computer Entertainment
12747;PS2 ;2007;Misc ;D3Publisher
12748;PS2 ;2004;Racing ;Codemasters
12749;3DS ;2012;Role-Playing ;Level 5
12750;XB ;2002;Platform ;Midway Games
12751;XB ;N/A ;Shooter ;Unknown
12752;PC ;2006;Role-Playing ;JoWood Productions
12753;PS3 ;2014;Role-Playing ;Aksys Games
12754;GBA ;2005;Misc ;Zoo Digital Publishing
12755;DS ;2009;Simulation ;Avanquest
12756;PSV ;2012;Adventure ;Kadokawa Shoten
12757;DS ;2010;Adventure ;O-Games
12758;PSP ;2013;Action ;Namco Bandai Games
12759;Wii ;2010;Sports ;Avanquest
12760;PS2 ;2010;Action ;Warner Bros. Interactive Entertainment
12761;Wii ;2009;Puzzle ;SouthPeak Games
12762;SNES ;1995;Platform ;Epoch
12763;SAT ;1994;Adventure ;Sunsoft
12764;PC ;2010;Racing ;Codemasters
12765;PSP ;2011;Adventure ;Kadokawa Shoten
12766;PS ;1996;Racing ;Mindscape
12767;PC ;2012;Adventure ;DTP Entertainment
12768;PC ;2011;Simulation ;Excalibur Publishing
12769;PS2 ;2000;Adventure ;Tecmo Koei
12770;DS ;2009;Simulation ;Deep Silver
12771;DS ;2009;Sports ;505 Games
12772;GC ;2005;Simulation ;Nintendo
12773;PS2 ;2000;Strategy ;Midas Interactive Entertainment
12774;DS ;2007;Misc ;Namco Bandai Games
12775;GBA ;2002;Racing ;THQ
12776;PS2 ;2002;Sports ;Konami Digital Entertainment
12777;DS ;2009;Sports ;Konami Digital Entertainment
12778;PS2 ;2008;Adventure ;Enterbrain
12779;PS ;2000;Adventure ;Ubisoft
12780;XB ;2006;Sports ;Electronic Arts
12781;PS ;1998;Racing ;Takara
12782;PSP ;2006;Puzzle ;Atari
12783;GBA ;2002;Action ;Vivendi Games
12784;PS4 ;2015;Sports ;Nordic Games
12785;3DS ;2011;Strategy ;Namco Bandai Games
12786;GBA ;2004;Puzzle ;Majesco Entertainment
12787;3DS ;2011;Role-Playing ;Acquire
12788;DS ;2009;Strategy ;Black Bean Games
12789;NG ;1996;Fighting ;SNK
12790;PS2 ;2005;Misc ;Warner Bros. Interactive Entertainment
12791;DS ;2008;Simulation ;Creative Core
12792;PS2 ;2007;Sports ;Atari
12793;Wii ;2009;Action ;D3Publisher
12794;SAT ;1995;Shooter ;Atlus
12795;DS ;2009;Simulation ;Ubisoft
12796;PSP ;2010;Simulation ;D3Publisher
12797;GC ;2004;Shooter ;Ubisoft
12798;PS ;1997;Shooter ;Sony Computer Entertainment
12799;DS ;2008;Platform ;Brash Entertainment
12800;PS3 ;2015;Sports ;Activision
12801;PS ;1995;Fighting ;Acclaim Entertainment
12802;PS4 ;2015;Sports ;Bigben Interactive
12803;GBA ;2004;Sports ;Activision
12804;PS4 ;2015;Role-Playing ;Nippon Ichi Software
12805;SAT ;1997;Platform ;Capcom
12806;PS2 ;2002;Racing ;Atari
12807;PS4 ;2014;Strategy ;Tecmo Koei
12808;XB ;2003;Racing ;Eidos Interactive
12809;DS ;N/A ;Racing ;Codemasters
12810;3DS ;2011;Sports ;Namco Bandai Games
12811;PS ;1996;Racing ;JVC
12812;Wii ;2008;Sports ;Atari
12813;Wii ;2010;Sports ;SouthPeak Games
12814;GC ;2004;Strategy ;Sega
12815;XB ;2002;Shooter ;TDK Mediactive
12816;DC ;2000;Sports ;Konami Digital Entertainment
12817;PS2 ;2004;Action ;BAM! Entertainment
12818;PSP ;2010;Role-Playing ;Atlus
12819;PSP ;2006;Misc ;Activision
12820;PSP ;2006;Platform ;Konami Digital Entertainment
12821;X360 ;2008;Misc ;Gamecock
12822;PS2 ;2005;Racing ;Sony Computer Entertainment
12823;WiiU ;2015;Action ;Nordic Games
12824;PSP ;2013;Adventure ;Kadokawa Shoten
12825;PC ;2009;Puzzle ;Mastertronic
12826;SAT ;1998;Strategy ;Sega
12827;DS ;N/A ;Action ;Sega
12828;PC ;2011;Simulation ;Kalypso Media
12829;GBA ;2002;Strategy ;Ubisoft
12830;GBA ;2002;Role-Playing ;Natsume
12831;PC ;2007;Shooter ;Electronic Arts
12832;X360 ;2015;Action ;Electronic Arts
12833;PS2 ;2006;Action ;Capcom
12834;XB ;2003;Racing ;Acclaim Entertainment
12835;DS ;2008;Misc ;JoWood Productions
12836;GBA ;2005;Strategy ;Atari
12837;PS4 ;2016;Action ;Namco Bandai Games
12838;PC ;2011;Simulation ;Ubisoft
12839;XB ;2003;Action ;Acclaim Entertainment
12840;DS ;2008;Adventure ;Empire Interactive
12841;DS ;2010;Misc ;Namco Bandai Games
12842;PSP ;2007;Sports ;Sega
12843;PS2 ;2002;Puzzle ;Capcom
12844;DS ;2006;Action ;Konami Digital Entertainment
12845;PS ;1997;Sports ;Virgin Interactive
12846;PS ;1996;Sports ;U.S. Gold
12847;DS ;2009;Misc ;Tivola
12848;PSP ;2008;Action ;Spike
12849;DS ;2008;Sports ;505 Games
12850;Wii ;2009;Puzzle ;Mindscape
12851;GC ;2003;Role-Playing ;Sega
12852;PSV ;2015;Action ;Tecmo Koei
12853;PS3 ;2013;Action ;Capcom
12854;DS ;2008;Strategy ;Square Enix
12855;PSV ;2015;Misc ;Sega
12856;PS2 ;2002;Role-Playing ;Sony Computer Entertainment
12857;DS ;2011;Puzzle ;Avanquest
12858;GC ;2001;Sports ;Acclaim Entertainment
12859;PSV ;2015;Misc ;Kaga Create
12860;DS ;2008;Action ;SouthPeak Games
12861;PSV ;2015;Action ;Aksys Games
12862;PC ;2009;Adventure ;Focus Home Interactive
12863;DS ;2010;Simulation ;PQube
12864;GBA ;2003;Simulation ;Destination Software Inc
12865;PS2 ;2006;Action ;Atari
12866;DS ;2010;Misc ;DreamCatcher Interactive
12867;XB ;2002;Sports ;Sega
12868;PS2 ;2010;Adventure ;Idea Factory
12869;Wii ;2009;Strategy ;Playlogic Game Factory
12870;GC ;2002;Action ;Eidos Interactive
12871;X360 ;2016;Sports ;Take-Two Interactive
12872;PSP ;2010;Action ;Tecmo Koei
12873;PC ;2010;Shooter ;Square Enix
12874;XB ;2004;Racing ;Global Star
12875;XB ;2003;Shooter ;Zoo Digital Publishing
12876;PSP ;2011;Strategy ;Namco Bandai Games
12877;PSP ;2011;Action ;Spike
12878;PS2 ;2001;Sports ;Konami Digital Entertainment
12879;PS ;1998;Sports ;Konami Digital Entertainment
12880;XB ;2005;Action ;Tecmo Koei
12881;Wii ;N/A ;Misc ;Unknown
12882;GBA ;2004;Puzzle ;Namco Bandai Games
12883;GBA ;2002;Sports ;Electronic Arts
12884;PS2 ;2004;Simulation ;Tecmo Koei
12885;WiiU ;2015;Action ;Little Orbit
12886;Wii ;2008;Strategy ;Zushi Games
12887;PS2 ;2006;Fighting ;Sony Computer Entertainment
12888;PS2 ;2001;Shooter ;Sony Computer Entertainment
12889;3DS ;2015;Adventure ;WayForward Technologies
12890;XB ;2006;Sports ;Midway Games
12891;DS ;2009;Misc ;Arc System Works
12892;DS ;2008;Adventure ;Ubisoft
12893;PSV ;2015;Action ;Tecmo Koei
12894;DS ;2006;Misc ;Sega
12895;XB ;2004;Sports ;Electronic Arts
12896;GBA ;2002;Role-Playing ;Taito
12897;Wii ;2009;Misc ;Majesco Entertainment
12898;GC ;2003;Platform ;Namco Bandai Games
12899;PS ;2002;Fighting ;Namco Bandai Games
12900;DS ;2010;Adventure ;Unknown
12901;PC ;2016;Role-Playing ;Namco Bandai Games
12902;GC ;2003;Role-Playing ;Ubisoft
12903;PC ;2010;Action ;Ubisoft
12904;XB ;2002;Platform ;Infogrames
12905;SNES ;1995;Adventure ;Pack-In-Video
12906;X360 ;2011;Fighting ;PQube
12907;PS2 ;2002;Puzzle ;Midas Interactive Entertainment
12908;PS2 ;2003;Platform ;LSP Games
12909;Wii ;2009;Puzzle ;Sega
12910;DS ;2010;Simulation ;Activision
12911;DS ;2010;Simulation ;Ubisoft
12912;X360 ;2015;Sports ;Bigben Interactive
12913;XB ;2003;Sports ;Midway Games
12914;PSP ;2011;Sports ;Take-Two Interactive
12915;PSV ;2016;Action ;Broccoli
12916;Wii ;2013;Misc ;Namco Bandai Games
12917;PS2 ;N/A ;Sports ;Unknown
12918;3DS ;2015;Action ;FuRyu
12919;3DS ;2013;Action ;Namco Bandai Games
12920;PSV ;2014;Strategy ;Tecmo Koei
12921;PS ;1995;Racing ;Electronic Arts
12922;PC ;2009;Role-Playing ;DTP Entertainment
12923;DS ;2009;Role-Playing ;Graffiti
12924;X360 ;N/A ;Racing ;Focus Home Interactive
12925;XB ;2003;Sports ;Activision
12926;DS ;2010;Racing ;Ubisoft
12927;PS4 ;2016;Action ;Ubisoft
12928;Wii ;2007;Action ;Nordcurrent
12929;SNES ;1993;Role-Playing ;Epoch
12930;PS2 ;2006;Action ;Namco Bandai Games
12931;GBA ;N/A ;Platform ;Unknown
12932;PS3 ;2016;Action ;Activision
12933;DS ;2007;Action ;Takara Tomy
12934;PSV ;2016;Misc ;Aqua Plus
12935; ; ; ;
12936;PS ;1999;Fighting ;SNK Playmore
12937;DS ;2010;Action ;Hudson Soft
12938;DS ;2009;Role-Playing ;ASCII Media Works
12939;PS ;1997;Platform ;Gremlin Interactive Ltd
12940;PC ;2016;Sports ;Electronic Arts
12941;3DS ;2012;Action ;Namco Bandai Games
12942;PS3 ;2014;Racing ;Tecmo Koei
12943;XB ;2004;Action ;Konami Digital Entertainment
12944;X360 ;2010;Shooter ;Rising Star Games
12945;PS ;1999;Sports ;Namco Bandai Games
12946;X360 ;2007;Sports ;Electronic Arts
12947;GEN ;1993;Platform ;Sega
12948;PC ;2011;Action ;Bethesda Softworks
12949;PS3 ;2012;Shooter ;Namco Bandai Games
12950;PS4 ;2015;Role-Playing ;Nordic Games
12951;PSP ;2012;Role-Playing ;Atlus
12952;XB ;2002;Platform ;Ubisoft
12953;PS2 ;2006;Role-Playing ;Rising Star Games
12954;PC ;2013;Shooter ;Take-Two Interactive
12955;XB ;2005;Adventure ;Ubisoft
12956;3DS ;2016;Strategy ;Nintendo
12957;Wii ;2010;Simulation ;Asylum Entertainment
12958;SNES ;1993;Misc ;Coconuts Japan
12959;Wii ;2007;Puzzle ;Popcorn Arcade
12960;XOne ;2015;Action ;Ubisoft
12961;PS2 ;2004;Role-Playing ;Arika
12962;PSV ;2015;Role-Playing ;D3Publisher
12963;PSP ;2009;Simulation ;Graffiti
12964;PC ;2011;Simulation ;Paradox Interactive
12965;DS ;2009;Action ;Playlogic Game Factory
12966;GC ;2002;Sports ;Sega
12967;DS ;2009;Fighting ;D3Publisher
12968;DS ;2007;Action ;Game Factory
12969;PSP ;2007;Action ;Destineer
12970;PSP ;2009;Fighting ;Capcom
12971;PSP ;2007;Shooter ;Ignition Entertainment
12972;DS ;2006;Action ;From Software
12973;SCD ;1994;Misc ;Sega
12974;GC ;2002;Platform ;Ubisoft
12975;DS ;2008;Puzzle ;JoWood Productions
12976;PS2 ;2006;Action ;Namco Bandai Games
12977;X360 ;2011;Simulation ;Namco Bandai Games
12978;PSP ;2006;Puzzle ;D3Publisher
12979;Wii ;2009;Adventure ;Blast! Entertainment Ltd
12980;PS2 ;2004;Racing ;Evolved Games
12981;DS ;2008;Simulation ;DreamCatcher Interactive
12982;PS2 ;2008;Sports ;Konami Digital Entertainment
12983;DS ;2007;Action ;Nobilis
12984;PSP ;2009;Action ;Tecmo Koei
12985;DS ;2008;Simulation ;Eidos Interactive
12986;XB ;2003;Action ;Sega
12987;PS2 ;2005;Action ;JoWood Productions
12988;GC ;2003;Platform ;Gotham Games
12989;PS4 ;2016;Sports ;Tecmo Koei
12990;DS ;2010;Puzzle ;Rising Star Games
12991;XB ;2004;Role-Playing ;Avalon Interactive
12992;DS ;2006;Action ;Game Factory
12993;PSP ;2012;Adventure ;Kadokawa Shoten
12994;XB ;2003;Racing ;Codemasters
12995;Wii ;2009;Action ;Oxygen Interactive
12996;DS ;2008;Role-Playing ;Sting
12997;XB ;2004;Puzzle ;505 Games
12998;XB ;2002;Racing ;Activision
12999;GBA ;2003;Platform ;THQ
13000;X360 ;2010;Fighting ;Konami Digital Entertainment
13001;DS ;2007;Simulation ;Eidos Interactive
13002;PS3 ;2014;Role-Playing ;Nippon Ichi Software
13003;GC ;2005;Misc ;Crave Entertainment
13004;PS2 ;2002;Racing ;Sony Computer Entertainment
13005;X360 ;2010;Shooter ;505 Games
13006;PSV ;2015;Role-Playing ;Nippon Ichi Software
13007;DS ;2007;Simulation ;Ertain
13008;DS ;2006;Puzzle ;Destination Software Inc
13009;DS ;2007;Puzzle ;Eidos Interactive
13010;PS ;1998;Action ;Swing! Entertainment
13011;DS ;2010;Fighting ;Hudson Soft
13012;PS2 ;2002;Adventure ;3DO
13013;DS ;2010;Role-Playing ;Enterbrain
13014;PS4 ;2015;Sports ;Bigben Interactive
13015;PS4 ;2015;Shooter ;Xseed Games
13016;DS ;2009;Sports ;Take-Two Interactive
13017;DS ;2008;Role-Playing ;Sega
13018;PSP ;2010;Fighting ;SouthPeak Games
13019;PSV ;2015;Platform ;Activision
13020;SNES ;1991;Role-Playing ;Kemco
13021;DS ;2008;Shooter ;Codemasters
13022;PSV ;2016;Role-Playing ;Square Enix
13023;PC ;2007;Simulation ;Microsoft Game Studios
13024;PSP ;2010;Adventure ;Sony Computer Entertainment
13025;PC ;2015;Fighting ;Warner Bros. Interactive Entertainment
13026;DS ;2006;Puzzle ;Nintendo
13027;PSV ;2015;Action ;Marvel Entertainment
13028;GBA ;2003;Sports ;Ignition Entertainment
13029;GBA ;2005;Role-Playing ;Atari
13030;PSP ;2010;Sports ;Tecmo Koei
13031;PS4 ;2016;Racing ;505 Games
13032;PS ;2001;Racing ;Ubisoft
13033;PS2 ;2008;Fighting ;Capcom
13034;PC ;2009;Strategy ;PopCap Games
13035;DS ;2006;Sports ;Take-Two Interactive
13036;DS ;2006;Role-Playing ;Sega
13037;DS ;2007;Action ;Atlus
13038;PS3 ;2010;Adventure ;Idea Factory
13039;DS ;2007;Adventure ;SNK Playmore
13040;PC ;2005;Shooter ;LucasArts
13041;PSP ;2010;Misc ;Asgard
13042;GBA ;2003;Sports ;Electronic Arts
13043;PSP ;2004;Simulation ;505 Games
13044;PS2 ;2002;Racing ;Avalon Interactive
13045;PC ;2008;Puzzle ;PopCap Games
13046;PC ;2016;Fighting ;Capcom
13047;PS2 ;2009;Adventure ;Prototype
13048;X360 ;2014;Shooter ;Namco Bandai Games
13049;Wii ;2009;Misc ;Zoo Games
13050;GC ;2002;Misc ;Electronic Arts
13051;DS ;2004;Sports ;Konami Digital Entertainment
13052;PC ;2014;Adventure ;Focus Home Interactive
13053;Wii ;2007;Misc ;Atari
13054;DS ;2009;Role-Playing ;Namco Bandai Games
13055;DS ;2008;Adventure ;Deep Silver
13056;PS ;2001;Adventure ;Pioneer LDC
13057;PS3 ;N/A ;Misc ;TopWare Interactive
13058;XB ;2002;Simulation ;Phantagram
13059;PC ;2011;Strategy ;1C Company
13060;DS ;2011;Puzzle ;Atari
13061;PS2 ;2001;Sports ;Tecmo Koei
13062;PS ;1999;Action ;Infogrames
13063;DS ;2009;Misc ;Ubisoft
13064;DS ;2010;Simulation ;Destineer
13065;DS ;2005;Adventure ;Activision
13066;PS3 ;2011;Misc ;Namco Bandai Games
13067;PS ;2000;Racing ;The Learning Company
13068;PS ;1998;Shooter ;TechnoSoft
13069;DC ;2000;Shooter ;Sega
13070;DS ;2009;Adventure ;Namco Bandai Games
13071;DS ;2011;Misc ;Unknown
13072;PS4 ;2014;Role-Playing ;Ubisoft
13073;PSP ;2006;Platform ;Activision
13074;Wii ;2009;Racing ;Nordic Games
13075;PSP ;2012;Action ;Namco Bandai Games
13076;Wii ;2010;Adventure ;Atari
13077;PSV ;2015;Adventure ;Aqua Plus
13078;DS ;2006;Misc ;Nintendo
13079;GC ;2003;Misc ;TDK Mediactive
13080;GC ;2003;Racing ;Ubisoft
13081;PS ;1998;Racing ;Jaleco
13082;PSV ;2016;Role-Playing ;FuRyu
13083; ; ; ;
13084;DS ;2007;Action ;Namco Bandai Games
13085;N64 ;1999;Sports ;Konami Digital Entertainment
13086;X360 ;2009;Misc ;Microsoft Game Studios
13087;DS ;2009;Simulation ;RTL
13088;DS ;2009;Role-Playing ;Focus Home Interactive
13089;GC ;2004;Adventure ;Codemasters
13090;PS ;1995;Shooter ;Sony Computer Entertainment
13091;SAT ;1995;Misc ;Sega
13092;GBA ;2001;Puzzle ;Sega
13093;PSP ;2010;Adventure ;ASCII Media Works
13094;PSV ;2014;Role-Playing ;Namco Bandai Games
13095;PS2 ;2006;Action ;Acquire
13096;GC ;2002;Fighting ;Konami Digital Entertainment
13097;PS4 ;2016;Role-Playing ;Focus Home Interactive
13098;PSV ;2012;Racing ;D3Publisher
13099;PS2 ;2006;Fighting ;Konami Digital Entertainment
13100;Wii ;2009;Simulation ;505 Games
13101;DS ;2008;Racing ;Valcon Games
13102;PC ;2016;Platform ;Electronic Arts
13103;GBA ;2003;Action ;TDK Mediactive
13104;PS2 ;2005;Shooter ;Electronic Arts
13105;PC ;2014;Action ;Warner Bros. Interactive Entertainment
13106;XB ;2004;Action ;Acclaim Entertainment
13107;Wii ;2009;Strategy ;Namco Bandai Games
13108;WiiU ;2013;Platform ;Namco Bandai Games
13109;GC ;2002;Sports ;Konami Digital Entertainment
13110;PS3 ;2011;Sports ;DTP Entertainment
13111;PS2 ;2006;Racing ;Sega
13112;N64 ;2000;Platform ;Virgin Interactive
13113;DS ;2011;Role-Playing ;Unknown
13114;N64 ;1999;Sports ;Ubisoft
13115;N64 ;2000;Role-Playing ;Titus
13116;N64 ;1997;Fighting ;Hudson Soft
13117;N64 ;1999;Fighting ;Imagineer
13118;N64 ;1998;Platform ;Infogrames
13119;DS ;2007;Misc ;Spike
13120;PS2 ;2007;Misc ;Irem Software Engineering
13121;PS3 ;2009;Sports ;Tecmo Koei
13122;XB ;2003;Role-Playing ;Mindscape
13123;SNES ;1995;Sports ;Namco Bandai Games
13124;Wii ;2009;Sports ;Big Ben Interactive
13125; ; ; ;
13126;XOne ;2015;Action ;Little Orbit
13127;PS ;1999;Action ;ASC Games
13128;PS3 ;2013;Sports ;Tecmo Koei
13129;PC ;2009;Racing ;Codemasters
13130;DS ;2012;Action ;Namco Bandai Games
13131;GBA ;2003;Action ;NewKidCo
13132;Wii ;2007;Adventure ;Zushi Games
13133;PSV ;2013;Role-Playing ;Nippon Ichi Software
13134;DS ;2006;Fighting ;Majesco Entertainment
13135;GC ;2002;Sports ;THQ
13136;PC ;2010;Shooter ;Mastertronic
13137;DS ;2010;Adventure ;Namco Bandai Games
